YEAR,RECORD_TYPE, NUMBER_SCRIPTS ,NPROPNAME,THER_CLASS,PAYER, UNIQUE_MEMBERS ,TOTAL_COST,COST_PER_USER,COST_PER_SCRIPT,COST_PER_DAYS_SUPPLY,COST_PER_UNIT_DISPENSED, TOTAL_SCRIPTS_FILLED ,YEARLY_PCT_CHANGE_COST_PER_SCRIPT, TOTAL_COST_RANK , COST_PER_USER_RANK , COST_PER_SCRIPT_RANK , COST_PER_DAYS_SUPPLY_RANK , COST_PER_UNIT_DISPENSED_RANK , TOTAL_SCRIPTS_FILLED_RANK , YEARLY_PCT_CHANGE_COST_PER_SCRIPT_RANK , DAYS_SUPPLY_MEDIAN , DAYS_SUPPLY_MEAN , DAYS_SUPPLY_STDDEV , QUANTITY_MEDIAN , QUANTITY_MEAN , QUANTITY_STDDEV ,INSURER_PAID_MEDIAN,INSURER_PAID_MEAN,INSURER_PAID_STDDEV,INSURER_PAID_SUM,MEMBER_PAID_MEDIAN,MEMBER_PAID_MEAN,MEMBER_PAID_STDDEV,MEMBER_PAID_SUM,TOTAL_PAID_MEDIAN,TOTAL_PAID_MEAN,TOTAL_PAID_STDDEV,TOTAL_PAID_SUM,PCT_TOTAL_PHARM_SPENDING,PCT_SCRIPTS_0_18,PCT_SCRIPTS_19_44,PCT_SCRIPTS_45_64,PCT_SCRIPTS_65_PLUS,PCT_SCRIPTS_FEMALE,PCT_SCRIPTS_MALE,PCT_URBAN_CORE,PCT_SUBURBAN,PCT_MICROPOLITAN,PCT_RURAL_SMALLTOWN
2018,Drug, 857 ,AMPICILLIN,Anti-Infective Agents,Commercial, 471 ,"$18,044.18",$38.31,$21.06,$0.75,$0.38, 857 ,61.8%," 1,065 "," 1,119 "," 1,081 "," 1,068 "," 1,058 ", 697 , 20 , 30.0 , 28.0 , 25.2 , 60.0 , 54.9 , 42.0 ,$2.61,$8.68,$13.06,"$7,437.13",$10.00,$12.27,$12.15,"$10,519.10",$17.78,$21.06,$17.30,"$18,044.18",0.0003%,15.2%,43.5%,30.8%,10.5%,70.9%,29.1%,59.7%,17.0%,14.6%,8.6%
2018,Drug, 943 ,AMPICILLIN,Anti-Infective Agents,Medicare, 630 ,"$14,403.46",$22.86,$15.27,$0.98,$0.43, 943 ,63.3%," 1,022 "," 1,150 "," 1,052 ", 901 , 938 , 682 , 11 , 7.0 , 15.6 , 20.7 , 28.0 , 35.5 , 31.3 ,$6.92,$9.41,$11.56,"$8,877.58",$4.00,$5.79,$6.91,"$5,464.35",$11.21,$15.27,$13.20,"$14,403.46",0.0003%,0.0%,7.0%,8.0%,85.0%,58.6%,41.4%,48.3%,10.5%,14.6%,26.6%
2018,Drug, 328 ,AMPICILLIN,Anti-Infective Agents,Minnesota Health Care Programs, 214 ,"$5,415.62",$25.31,$16.51,$0.91,$0.42, 328 ,47.1%," 1,032 "," 1,017 ", 879 , 845 , 845 , 812 , 35 , 13.0 , 18.2 , 11.4 , 40.0 , 39.7 , 18.7 ,$11.69,$14.48,$9.15,"$4,749.95",$0.00,$1.68,$3.90,$551.51,$14.31,$16.51,$8.66,"$5,415.62",0.0001%,,,,,76.2%,23.8%,59.1%,9.8%,18.0%,13.1%
2018,Drug, 62 ,AMPICILLIN SODIUM,Anti-Infective Agents,Medicare, 14 ,"$19,099.42","$1,364.24",$308.06,$90.95,$0.30, 62 ,, 993 , 344 , 378 , 113 , 997 ," 1,155 ",, 3.0 , 3.4 , 3.1 , 946.0 ," 1,027.0 "," 1,007.8 ",$224.03,$253.84,$122.97,"$15,737.95",$1.25,$54.22,$120.20,"$3,361.47",$282.63,$308.06,$200.32,"$19,099.42",0.0003%,,,,,30.6%,69.4%,,,,
2018,Drug, 70 ,ANAGRELIDE HCL,Hematological Agents,Commercial, 15 ,"$18,785.69","$1,252.38",$268.37,$5.43,$1.91, 70 ,-14.6%," 1,061 ", 347 , 457 , 588 , 712 ," 1,200 "," 1,141 ", 30.0 , 49.4 , 28.0 , 120.0 , 140.7 , 78.6 ,$116.02,$197.32,$222.92,"$13,812.59",$20.00,$49.51,$65.19,"$3,466.02",$181.40,$268.37,$286.12,"$18,785.69",0.0003%,,,,,81.4%,18.6%,,,,
2018,Drug, 419 ,ANAGRELIDE HCL,Hematological Agents,Medicare, 83 ,"$115,112.44","$1,386.90",$274.73,$5.94,$2.26, 419 ,-8.8%, 718 , 342 , 400 , 507 , 597 , 825 , 959 , 30.0 , 46.2 , 30.9 , 90.0 , 121.4 , 106.5 ,$83.96,$219.31,$481.56,"$91,892.46",$18.00,$53.41,$85.49,"$22,377.38",$138.08,$274.73,$494.44,"$115,112.44",0.0021%,0.0%,0.0%,7.6%,92.4%,57.0%,43.0%,54.7%,7.4%,19.8%,18.1%
2018,Drug, 299 ,ANAKINRA,Analgesics and Anesthetics,Commercial, 50 ,"$1,161,092.49","$23,221.85","$3,883.25",$140.09,$211.33, 299 ,-2.9%, 285 , 90 , 89 , 98 , 95 , 920 , 822 , 28.0 , 27.7 , 2.0 , 18.8 , 18.4 , 5.9 ,"$3,840.61","$3,636.15","$1,242.10","$1,087,209.54",$55.00,$247.10,$719.72,"$73,882.95","$3,887.53","$3,883.25","$1,141.30","$1,161,092.49",0.0210%,20.7%,36.8%,28.1%,14.4%,56.2%,43.8%,61.5%,15.4%,8.0%,15.1%
2018,Drug, 59 ,ANAKINRA,Analgesics and Anesthetics,Medicare, 13 ,"$321,455.78","$24,727.37","$5,448.40",$207.79,$214.38, 59 ,, 542 , 82 , 71 , 69 , 70 ," 1,160 ",, 28.0 , 26.2 , 5.9 , 19.0 , 25.4 , 10.9 ,"$4,029.85","$5,447.89","$2,500.58","$321,425.23",$0.00,$0.52,$1.53,$30.55,"$4,029.85","$5,448.40","$2,500.28","$321,455.78",0.0058%,0.0%,54.2%,18.6%,27.1%,50.8%,49.2%,,,,
2018,Drug, 76 ,ANAKINRA,Analgesics and Anesthetics,Minnesota Health Care Programs, 19 ,"$278,256.26","$14,645.07","$3,661.27",$137.89,$195.70, 76 ,4.7%, 385 , 67 , 52 , 59 , 65 ," 1,054 ", 443 , 28.0 , 26.6 , 4.4 , 18.8 , 18.7 , 12.0 ,"$3,793.49","$3,559.24","$2,570.87","$270,501.87",$0.00,$2.43,$5.15,$184.38,"$3,793.49","$3,661.27","$2,501.81","$278,256.26",0.0050%,25.0%,35.5%,39.5%,0.0%,43.4%,56.6%,,,,
2018,Drug," 13,105 ",ANASTROZOLE,Antineoplastic Agents,Commercial," 3,316 ","$259,887.68",$78.37,$19.83,$0.32,$0.33," 13,105 ",-26.3%, 574 , 972 ," 1,092 "," 1,244 "," 1,083 ", 228 ," 1,250 ", 84.0 , 61.1 , 30.1 , 60.0 , 59.8 , 35.7 ,$1.21,$9.22,$25.85,"$120,796.45",$7.37,$10.44,$14.05,"$136,784.76",$13.97,$19.83,$28.99,"$259,887.68",0.0047%,4.4%,6.6%,69.1%,19.9%,85.2%,14.8%,61.8%,12.7%,10.2%,15.3%
2018,Drug," 22,389 ",ANASTROZOLE,Antineoplastic Agents,Medicare," 5,154 ","$514,190.92",$99.77,$22.97,$0.36,$0.36," 22,389 ",-1.1%, 451 , 879 , 959 ," 1,111 ", 967 , 187 , 676 , 90.0 , 63.1 , 30.8 , 90.0 , 64.2 , 34.1 ,$5.20,$10.34,$20.26,"$231,601.78",$8.00,$12.46,$24.11,"$279,073.82",$17.20,$22.97,$31.23,"$514,190.92",0.0093%,0.0%,0.1%,6.3%,93.6%,98.1%,1.9%,47.6%,10.1%,16.0%,26.2%
2018,Drug," 4,334 ",ANASTROZOLE,Antineoplastic Agents,Minnesota Health Care Programs, 669 ,"$38,148.85",$57.02,$8.80,$0.29,$0.29," 4,334 ",-13.0%, 771 , 832 ," 1,067 "," 1,103 ", 912 , 358 , 977 , 30.0 , 30.2 , 5.1 , 30.0 , 29.9 , 13.1 ,$6.90,$7.21,$12.44,"$31,242.16",$0.00,$1.49,$3.25,"$6,460.89",$7.90,$8.80,$12.52,"$38,148.85",0.0007%,10.9%,9.1%,76.4%,3.6%,82.6%,17.4%,57.5%,11.8%,12.9%,17.9%
2018,Drug, 97 ,"ANTIHEMOPHILIC FACTOR (RCMB) PLASMA/ALBUMIN FREE (RAHF,PFM)",Hematological Agents,Minnesota Health Care Programs, 12 ,"$4,293,424.43","$357,785.37","$44,262.11","$1,894.72",$1.62, 97 ,10.8%, 54 , 1 , 2 , 2 , 570 ," 1,018 ", 221 , 28.0 , 23.4 , 8.5 ," 31,877.0 "," 27,308.7 "," 22,380.5 ","$43,400.74","$44,142.30","$17,782.61","$4,281,803.32",$0.00,$3.08,$6.77,$299.00,"$43,420.74","$44,262.11","$17,803.36","$4,293,424.43",0.0776%,50.5%,49.5%,0.0%,0.0%,0.0%,100.0%,87.6%,12.4%,0.0%,0.0%
2018,Drug, 35 ,"ANTISEPTIC PRODUCTS, MISC.",Miscellaneous Products,Commercial, 24 ,$811.19,$33.80,$23.18,$0.59,$0.35, 35 ,8.8%," 1,326 "," 1,138 "," 1,051 "," 1,118 "," 1,074 "," 1,307 ", 337 , 30.0 , 39.5 , 24.6 , 50.0 , 67.1 , 46.9 ,$17.85,$19.20,$16.75,$672.12,$0.00,$3.97,$9.10,$139.07,$17.85,$23.18,$14.95,$811.19,0.0000%,,,,,45.7%,54.3%,,,,
2018,Drug, 144 ,APALUTAMIDE,Antineoplastic Agents,Medicare, 31 ,"$1,575,688.80","$50,828.67","$10,942.28",$359.34,$91.49, 144 ,, 261 , 47 , 28 , 34 , 131 ," 1,000 ",, 30.0 , 30.5 , 5.2 , 120.0 , 119.6 , 22.1 ,"$10,606.97","$10,110.27","$1,517.73","$1,455,878.73",$558.26,$811.94,$930.89,"$116,920.02","$11,231.22","$10,942.28","$1,423.81","$1,575,688.80",0.0285%,,,,,0.0%,100.0%,,,,
2018,Drug," 25,032 ",APIXABAN,Hematological Agents,Commercial," 5,997 ","$16,444,600.63","$2,742.14",$656.94,$13.87,$6.40," 25,032 ",12.1%, 29 , 235 , 270 , 377 , 499 , 154 , 262 , 30.0 , 47.4 , 28.6 , 60.0 , 102.7 , 69.0 ,$403.63,$541.43,$375.45,"$13,553,103.07",$50.00,$103.73,$169.40,"$2,596,636.45",$430.55,$656.94,$394.02,"$16,444,600.63",0.2972%,0.1%,6.1%,48.4%,45.5%,42.0%,58.0%,61.5%,13.2%,10.6%,14.7%
2018,Drug," 78,027 ",APIXABAN,Hematological Agents,Medicare," 15,615 ","$48,575,036.03","$3,110.79",$622.54,$14.23,$6.91," 78,027 ",10.6%, 6 , 218 , 239 , 328 , 441 , 77 , 177 , 30.0 , 43.8 , 28.7 , 60.0 , 90.1 , 62.8 ,$383.40,$495.12,$339.60,"$38,632,606.68",$72.00,$122.20,$142.63,"$9,535,014.90",$432.52,$622.54,$396.45,"$48,575,036.03",0.8779%,0.0%,0.5%,4.1%,95.3%,56.0%,44.0%,56.6%,10.0%,13.0%,20.3%
2018,Drug," 2,913 ",APIXABAN,Hematological Agents,Minnesota Health Care Programs, 665 ,"$1,197,839.35","$1,801.26",$411.20,$14.16,$6.99," 2,913 ",8.2%, 170 , 203 , 218 , 285 , 374 , 427 , 316 , 30.0 , 29.0 , 5.6 , 60.0 , 58.8 , 12.4 ,$416.11,$402.28,$94.65,"$1,171,836.28",$1.00,$4.41,$7.10,"$12,847.42",$421.58,$411.20,$87.99,"$1,197,839.35",0.0216%,0.9%,19.1%,72.5%,7.6%,42.5%,57.5%,47.4%,11.1%,15.2%,26.3%
2018,Drug, 40 ,APRACLONIDINE HCL,Topical Products,Commercial, 23 ,"$2,752.96",$119.69,$68.82,$2.10,$11.01, 40 ,-6.1%," 1,248 ", 855 , 774 , 809 , 387 ," 1,289 ", 929 , 30.0 , 32.8 , 13.2 , 5.0 , 6.3 , 3.2 ,$49.50,$53.83,$53.38,"$2,153.23",$10.00,$14.99,$20.57,$599.73,$69.19,$68.82,$52.82,"$2,752.96",0.0000%,,,,,60.0%,40.0%,,,,
2018,Drug," 4,972 ",APREMILAST,Analgesics and Anesthetics,Commercial, 849 ,"$17,124,126.04","$20,169.76","$3,444.11",$108.89,$54.38," 4,972 ",7.9%, 28 , 99 , 104 , 119 , 203 , 370 , 369 , 30.0 , 31.6 , 10.1 , 60.0 , 63.3 , 22.5 ,"$3,162.36","$3,021.19","$1,372.58","$15,021,352.87",$40.00,$411.82,$905.94,"$2,047,581.61","$3,305.71","$3,444.11","$1,188.72","$17,124,126.04",0.3095%,0.6%,24.0%,68.9%,6.5%,53.6%,46.4%,66.1%,11.3%,10.0%,12.7%
2018,Drug," 1,149 ",APREMILAST,Analgesics and Anesthetics,Medicare, 215 ,"$3,949,251.22","$18,368.61","$3,437.12",$107.81,$51.83," 1,149 ",6.5%, 129 , 96 , 86 , 100 , 175 , 642 , 315 , 30.0 , 31.9 , 11.3 , 60.0 , 66.3 , 31.5 ,"$3,255.98","$3,289.52","$1,307.25","$3,779,661.27",$3.70,$120.35,$332.09,"$138,283.31","$3,343.83","$3,437.12","$1,338.86","$3,949,251.22",0.0714%,0.0%,7.5%,33.2%,59.4%,53.6%,46.4%,50.6%,8.2%,19.7%,21.6%
2018,Drug, 964 ,APREMILAST,Analgesics and Anesthetics,Minnesota Health Care Programs, 192 ,"$3,142,580.98","$16,367.61","$3,259.94",$109.20,$54.88, 964 ,10.6%, 71 , 65 , 58 , 76 , 136 , 617 , 231 , 30.0 , 29.9 , 0.6 , 60.0 , 59.4 , 2.7 ,"$3,306.83","$3,182.75",$472.92,"$3,068,174.97",$0.00,$3.97,$6.81,"$3,829.65","$3,325.05","$3,259.94",$216.63,"$3,142,580.98",0.0568%,,,,,60.8%,39.2%,56.6%,7.1%,13.4%,22.9%
2018,Drug, 234 ,APREPITANT,Gastrointestinal Products,Commercial, 98 ,"$93,199.16",$951.01,$398.29,$116.21,$147.94, 234 ,-8.6%, 788 , 399 , 371 , 111 , 120 , 956 ," 1,022 ", 3.0 , 3.4 , 5.1 , 3.0 , 2.7 , 2.3 ,$367.45,$369.96,$349.38,"$86,571.25",$0.00,$28.25,$122.49,"$6,610.33",$396.79,$398.29,$351.09,"$93,199.16",0.0017%,,,,,79.5%,20.5%,71.8%,14.5%,7.3%,6.4%
2018,Drug, 122 ,APREPITANT,Gastrointestinal Products,Minnesota Health Care Programs, 48 ,"$42,233.53",$879.87,$346.18,$142.20,$149.76, 122 ,-0.8%, 755 , 294 , 261 , 57 , 78 , 978 , 650 , 2.0 , 2.4 , 1.8 , 2.0 , 2.3 , 0.7 ,$344.15,$341.86,$135.39,"$41,707.18",$0.00,$2.02,$6.08,$246.03,$350.04,$346.18,$133.70,"$42,233.53",0.0008%,,,,,80.3%,19.7%,78.7%,11.5%,0.0%,9.8%
2018,Drug, 368 ,ARFORMOTEROL TARTRATE,Respiratory Agents,Commercial, 97 ,"$502,835.00","$5,183.87","$1,366.40",$36.61,$8.07, 368 ,36.7%, 434 , 164 , 161 , 208 , 453 , 871 , 48 , 30.0 , 37.3 , 23.7 , 120.0 , 169.3 , 127.5 ,$951.21,"$1,079.23",$739.81,"$397,156.40",$0.00,$117.59,$244.59,"$43,274.51",$984.06,"$1,366.40",$988.71,"$502,835.00",0.0091%,0.0%,19.3%,25.8%,54.9%,69.3%,30.7%,28.5%,18.8%,24.5%,28.3%
2018,Drug," 2,601 ",ARFORMOTEROL TARTRATE,Respiratory Agents,Medicare, 489 ,"$2,892,456.49","$5,915.04","$1,112.06",$34.68,$8.40," 2,601 ",11.1%, 166 , 146 , 157 , 197 , 405 , 496 , 169 , 30.0 , 32.1 , 15.9 , 120.0 , 132.3 , 70.2 ,$991.37,"$1,020.32",$520.49,"$2,653,840.47",$0.00,$58.12,$145.15,"$151,159.62",$996.16,"$1,112.06",$571.55,"$2,892,456.49",0.0523%,0.0%,0.0%,7.3%,92.7%,51.1%,48.9%,26.7%,11.5%,21.0%,40.8%
2018,Drug, 258 ,ARFORMOTEROL TARTRATE,Respiratory Agents,Minnesota Health Care Programs, 52 ,"$217,442.65","$4,181.59",$842.80,$32.36,$8.05, 258 ,-4.1%, 434 , 124 , 128 , 163 , 350 , 854 , 775 , 30.0 , 26.0 , 6.6 , 120.0 , 104.7 , 26.3 ,$970.83,$812.58,$274.08,"$209,644.50",$0.00,$2.12,$6.13,$546.54,$975.26,$842.80,$222.75,"$217,442.65",0.0039%,0.0%,10.5%,77.9%,11.6%,50.4%,49.6%,45.0%,5.0%,16.7%,33.3%
2018,Drug," 36,550 ",ARIPIPRAZOLE,Central Nervous System Drugs,Commercial," 8,047 ","$4,488,512.72",$557.79,$122.80,$3.18,$3.07," 36,550 ",-35.3%, 97 , 519 , 624 , 711 , 634 , 116 ," 1,288 ", 30.0 , 38.6 , 22.1 , 30.0 , 40.1 , 27.7 ,$26.08,$96.28,$233.61,"$3,519,079.72",$10.00,$20.75,$84.40,"$758,491.91",$41.41,$122.80,$269.03,"$4,488,512.72",0.0811%,16.7%,38.7%,38.4%,6.3%,61.5%,38.5%,72.0%,10.5%,8.4%,9.1%
2018,Drug," 63,520 ",ARIPIPRAZOLE,Central Nervous System Drugs,Medicare," 9,148 ","$17,926,169.83","$1,959.57",$282.21,$8.31,$8.48," 63,520 ",-30.3%, 25 , 284 , 393 , 440 , 401 , 91 ," 1,155 ", 30.0 , 34.0 , 18.4 , 30.0 , 33.3 , 23.5 ,$121.70,$267.54,$485.16,"$16,993,876.03",$0.00,$11.22,$43.84,"$712,863.95",$130.56,$282.21,$490.09,"$17,926,169.83",0.3240%,0.0%,26.7%,44.8%,28.6%,58.0%,42.0%,62.6%,7.9%,14.4%,15.1%
2018,Drug," 76,413 ",ARIPIPRAZOLE,Central Nervous System Drugs,Minnesota Health Care Programs," 13,808 ","$12,892,616.94",$933.71,$168.72,$5.79,$5.87," 76,413 ",-17.5%, 18 , 285 , 383 , 459 , 399 , 46 ," 1,044 ", 30.0 , 29.1 , 4.7 , 30.0 , 28.7 , 18.9 ,$21.65,$163.00,$411.85,"$12,455,535.92",$0.00,$0.30,$8.29,"$23,021.04",$22.74,$168.72,$416.68,"$12,892,616.94",0.2330%,22.7%,47.5%,29.4%,0.4%,52.7%,47.3%,63.1%,9.0%,13.2%,14.8%
2018,Drug, 308 ,ARIPIPRAZOLE LAUROXIL,Central Nervous System Drugs,Medicare, 45 ,"$753,739.49","$16,749.77","$2,447.21",$77.67,$830.93, 308 ,4.8%, 367 , 98 , 104 , 122 , 25 , 890 , 389 , 30.0 , 31.5 , 8.1 , 3.0 , 2.9 , 0.5 ,"$2,454.79","$2,444.76",$427.94,"$752,986.59",$0.00,$1.08,$2.02,$331.40,"$2,457.43","$2,447.21",$427.19,"$753,739.49",0.0136%,0.0%,57.8%,37.7%,4.5%,52.3%,47.7%,69.2%,7.8%,19.2%,3.9%
2018,Drug, 132 ,ARIPIPRAZOLE LAUROXIL,Central Nervous System Drugs,Minnesota Health Care Programs, 30 ,"$344,259.53","$11,475.32","$2,608.03",$76.52,$771.88, 132 ,16.1%, 356 , 71 , 71 , 94 , 25 , 966 , 154 , 30.0 , 34.1 , 11.2 , 3.0 , 3.4 , 0.7 ,"$2,475.11","$2,605.58",$492.70,"$343,936.31",$0.00,$0.08,$0.55,$11.10,"$2,475.11","$2,608.03",$493.58,"$344,259.53",0.0062%,0.0%,75.8%,24.2%,0.0%,28.8%,71.2%,,,,
2018,Drug," 4,884 ",ARMODAFINIL,Stimulants/Anti-Obesity/Anorexia,Commercial, 964 ,"$696,531.84",$722.54,$142.62,$3.42,$3.10," 4,884 ",-45.1%, 373 , 461 , 595 , 696 , 628 , 371 ," 1,300 ", 30.0 , 41.7 , 24.1 , 30.0 , 46.0 , 33.2 ,$67.23,$117.56,$197.45,"$574,173.26",$14.00,$24.94,$54.91,"$121,788.70",$86.54,$142.62,$205.26,"$696,531.84",0.0126%,1.1%,35.1%,56.8%,7.0%,59.4%,40.6%,68.6%,14.1%,7.9%,9.3%
2018,Drug," 2,873 ",ARMODAFINIL,Stimulants/Anti-Obesity/Anorexia,Medicare, 495 ,"$571,246.18","$1,154.03",$198.83,$5.22,$4.59," 2,873 ",-40.6%, 425 , 366 , 463 , 530 , 504 , 467 ," 1,179 ", 30.0 , 38.1 , 23.1 , 30.0 , 43.4 , 33.0 ,$81.17,$169.33,$320.89,"$486,476.06",$3.57,$29.43,$54.66,"$84,538.57",$113.16,$198.83,$324.30,"$571,246.18",0.0103%,0.0%,12.5%,38.0%,49.5%,60.2%,39.8%,60.4%,10.9%,10.8%,18.0%
2018,Drug," 1,001 ",ARMODAFINIL,Stimulants/Anti-Obesity/Anorexia,Minnesota Health Care Programs, 191 ,"$114,023.08",$596.98,$113.91,$3.85,$3.75," 1,001 ",-55.2%, 562 , 356 , 442 , 526 , 454 , 610 ," 1,155 ", 30.0 , 29.6 , 2.5 , 30.0 , 30.4 , 5.8 ,$57.65,$110.72,$117.90,"$110,833.47",$1.00,$1.36,$2.24,"$1,359.68",$59.16,$113.91,$116.94,"$114,023.08",0.0021%,,,,,68.4%,31.6%,60.7%,15.1%,9.1%,15.1%
2018,Drug, 127 ,ARTIFICIAL SALIVA,Topical Products,Commercial, 92 ,"$174,255.54","$1,894.08","$1,372.09",$49.83,$9.88, 127 ,-2.5%, 667 , 290 , 160 , 176 , 408 ," 1,083 ", 802 , 30.0 , 27.5 , 6.9 , 90.0 , 138.9 , 105.5 ,$636.41,"$1,135.13","$1,259.73","$144,161.55",$50.00,$236.96,$372.56,"$30,093.99",$970.76,"$1,372.09","$1,265.92","$174,255.54",0.0031%,0.0%,21.3%,64.6%,14.2%,70.1%,29.9%,,,,
2018,Drug, 86 ,ARTIFICIAL SALIVA,Topical Products,Medicare, 66 ,$733.42,$11.11,$8.53,$0.43,$0.11, 86 ,1.6%," 1,225 "," 1,237 "," 1,146 "," 1,082 "," 1,157 "," 1,094 ", 541 , 15.0 , 19.7 , 8.9 , 44.0 , 79.0 , 78.0 ,$8.53,$8.53,$2.97,$733.42,$0.00,$0.00,$0.00,$0.00,$8.53,$8.53,$2.97,$733.42,0.0000%,0.0%,0.0%,0.0%,100.0%,73.3%,26.7%,,,,
2018,Drug, 53 ,ARTIFICIAL SALIVA,Topical Products,Minnesota Health Care Programs, 25 ,$297.23,$11.89,$5.61,$0.34,$0.11, 53 ,-9.9%," 1,195 "," 1,147 "," 1,141 "," 1,070 "," 1,102 "," 1,097 ", 923 , 14.0 , 16.7 , 9.5 , 44.0 , 49.2 , 14.3 ,$5.04,$5.22,$2.08,$276.54,$0.00,$0.39,$1.25,$20.69,$5.04,$5.61,$1.49,$297.23,0.0000%,,,,,,,,,,
2018,Drug, 40 ,ARTIFICIAL TEAR INSERT,Topical Products,Commercial, 13 ,"$34,079.04","$2,621.46",$851.98,$18.62,$7.28, 40 ,-12.1%, 969 , 243 , 225 , 306 , 470 ," 1,289 "," 1,102 ", 30.0 , 45.8 , 24.5 , 60.0 , 117.0 , 91.1 ,$408.81,$658.92,$743.19,"$26,356.88",$200.00,$193.05,$169.63,"$7,722.16",$479.64,$851.98,$668.12,"$34,079.04",0.0006%,,,,,,,,,,
2018,Drug, 77 ,ARTIFICIAL TEAR INSERT,Topical Products,Medicare, 16 ,"$57,970.23","$3,623.14",$752.86,$19.32,$8.26, 77 ,10.3%, 830 , 193 , 207 , 262 , 406 ," 1,115 ", 183 , 30.0 , 39.0 , 18.7 , 60.0 , 91.2 , 69.9 ,$478.65,$541.53,$391.52,"$41,698.04",$42.00,$211.33,$333.07,"$16,272.19",$492.94,$752.86,$606.12,"$57,970.23",0.0010%,0.0%,0.0%,32.5%,67.5%,85.7%,14.3%,,,,
2018,Drug, 26 ,ARTIFICIAL TEAR SOLUTION,Topical Products,Commercial, 18 ,$183.69,$10.21,$7.07,$0.26,$0.45, 26 ,," 1,370 "," 1,316 "," 1,284 "," 1,269 "," 1,020 "," 1,335 ",, 30.0 , 27.2 , 14.5 , 15.0 , 15.6 , 2.9 ,$6.31,$6.83,$2.21,$177.69,$0.00,$0.23,$0.82,$6.00,$6.33,$7.07,$1.98,$183.69,0.0000%,,,,,,,,,,
2018,Drug, 371 ,ARTIFICIAL TEAR SOLUTION,Topical Products,Medicare, 144 ,"$3,167.94",$22.00,$8.54,$0.30,$0.53, 371 ,4.3%," 1,153 "," 1,158 "," 1,145 "," 1,137 ", 897 , 854 , 408 , 30.0 , 28.2 , 13.6 , 15.0 , 16.1 , 4.1 ,$8.54,$8.45,$2.53,"$3,133.67",$0.00,$0.09,$1.03,$34.27,$8.54,$8.54,$2.43,"$3,167.94",0.0001%,0.0%,0.0%,0.0%,100.0%,70.9%,29.1%,,,,
2018,Drug, 206 ,ARTIFICIAL TEAR SOLUTION,Topical Products,Minnesota Health Care Programs, 123 ,"$2,220.05",$18.05,$10.78,$0.40,$0.69, 206 ,83.5%," 1,113 "," 1,080 ", 999 ," 1,031 ", 727 , 894 , 17 , 30.0 , 27.3 , 10.7 , 15.0 , 15.5 , 3.0 ,$5.88,$9.59,$41.50,"$1,976.43",$0.00,$1.18,$1.94,$243.62,$6.24,$10.78,$41.34,"$2,220.05",0.0000%,,,,,53.4%,46.6%,,,,
2018,Drug," 2,208 ",ASCORBIC ACID,Nutritional Products,Commercial, 590 ,"$6,132.22",$10.39,$2.78,$0.08,$0.05," 2,208 ",-1.5%," 1,181 "," 1,312 "," 1,361 "," 1,357 "," 1,325 ", 502 , 749 , 30.0 , 32.9 , 18.7 , 31.0 , 51.5 , 33.8 ,$2.12,$2.61,$1.88,"$5,761.79",$0.00,$0.17,$1.01,$370.43,$2.15,$2.78,$1.92,"$6,132.22",0.0001%,,,,,69.3%,30.7%,70.8%,7.7%,9.0%,12.5%
2018,Drug," 8,928 ",ASCORBIC ACID,Nutritional Products,Medicare," 1,394 ","$31,528.63",$22.62,$3.53,$0.12,$0.08," 8,928 ",2.2%, 929 ," 1,153 "," 1,253 "," 1,243 "," 1,188 ", 287 , 517 , 30.0 , 29.2 , 17.0 , 30.0 , 44.5 , 33.6 ,$2.89,$3.39,$2.57,"$30,307.78",$0.00,$0.13,$1.09,"$1,162.06",$2.98,$3.53,$2.63,"$31,528.63",0.0006%,,,,,73.5%,26.5%,44.3%,7.3%,15.1%,33.2%
2018,Drug," 14,723 ",ASCORBIC ACID,Nutritional Products,Minnesota Health Care Programs," 3,944 ","$46,143.59",$11.70,$3.13,$0.08,$0.05," 14,723 ",-3.5%, 734 ," 1,148 "," 1,201 "," 1,210 "," 1,169 ", 180 , 753 , 30.0 , 39.8 , 25.6 , 50.0 , 58.9 , 40.7 ,$2.17,$2.63,$1.74,"$38,699.72",$0.00,$0.50,$1.66,"$7,429.08",$2.37,$3.13,$2.16,"$46,143.59",0.0008%,3.1%,29.2%,46.3%,21.4%,65.5%,34.5%,63.7%,8.1%,12.7%,15.5%
2018,Drug, 474 ,ASENAPINE MALEATE,Central Nervous System Drugs,Commercial, 97 ,"$542,102.44","$5,588.68","$1,143.68",$32.92,$19.62, 474 ,19.3%, 426 , 157 , 182 , 224 , 308 , 807 , 129 , 30.0 , 34.7 , 16.7 , 60.0 , 58.3 , 37.3 ,"$1,112.21","$1,019.86",$636.97,"$483,411.64",$25.00,$59.02,$121.11,"$27,974.99","$1,191.40","$1,143.68",$701.06,"$542,102.44",0.0098%,8.9%,43.2%,36.3%,11.6%,61.2%,38.8%,63.5%,12.4%,17.5%,6.5%
